4,190,2
4,873,2
4,337,4
4,151,2
4,858,4
4,37,4
4,751,2
4,814,8
4,245,9
4,22,8
4,489,5
4,155,5
4,353,9
4,470,2
4,562,4
4,437,7
4,553,4
4,37,10
4,987,7
4,677,7
4,649,3
4,606,10
4,156,7
4,811,5
4,590,9
4,591,1
4,187,9
4,415,5
4,996,3
4,709,8
5,114,8
5,156,4
5,310,5
5,48,6
5,415,9
5,591,4
5,966,1
5,39,4
5,392,6
5,94,2
5,2,2
5,614,9
5,887,1
5,279,6
5,198,8
5,26,2
5,994,6
5,818,2
5,384,1
5,614,4
5,63,8
5,645,9
5,979,10
5,478,9
5,129,3
5,818,6
5,294,4
7,778,4
7,578,9
7,535,1
7,622,9
7,293,10
7,913,1
7,936,4
7,201,6
7,764,5
7,518,7
7,88,8
7,155,2
7,654,4
7,391,7
7,748,5
7,229,2
8,806,5
8,860,6
8,420,6
8,933,9
8,350,5
8,150,5
8,28,10
8,995,4
8,817,2
8,146,6
8,103,5
8,245,1
8,163,3
8,933,8
8,294,7
8,276,8
8,446,10
8,762,5
8,60,5
8,481,2
8,812,6
8,397,2
11,144,4
11,21,6
11,740,2
11,260,4
11,302,2
11,139,8
11,886,10
11,605,9
11,356,7
11,493,4
11,308,6
11,533,2
11,769,4
11,574,9
11,32,7
11,567,4
11,993,9
13,416,2
13,433,2
13,796,7
13,339,3
13,723,4
13,220,5
13,71,1
13,309,1
13,780,7
13,800,3
13,383,9
13,451,9
13,296,6
13,298,4
13,256,10
13,20,4
13,342,2
13,987,7
13,317,9
13,851,6
13,125,2
13,318,1
13,731,3
13,300,4
14,192,6
14,580,1
14,318,9
14,601,4
14,89,3
14,331,3
14,399,4
14,666,8
14,200,4
14,862,8
14,284,9
14,244,7
14,757,8
14,70,2
14,736,5
14,747,7
14,148,7
14,264,4
14,722,3
14,954,9
14,240,1
14,111,2
14,515,10
18,756,9
18,919,7
18,140,8
18,876,6
18,876,9
18,327,8
18,969,7
18,96,3
18,779,2
18,330,1
18,791,6
18,716,1
18,665,4
18,356,5
18,953,10
18,522,9
18,965,6
18,782,9
18,734,1
18,917,9
19,112,4
19,768,7
19,218,10
19,966,5
19,868,8
19,299,1
19,332,2
19,851,8
19,418,8
19,706,6
19,146,5
19,528,7
19,299,9
19,215,8
19,183,2
19,117,6
19,262,9
19,407,8
19,726,8
19,452,6
19,519,5
19,740,2
19,613,5
20,483,2
20,28,2
20,622,6
20,590,1
20,318,7
20,696,4
20,382,9
20,560,3
20,922,8
20,679,10
20,228,6
20,969,2
20,196,10
20,736,7
20,728,2
20,503,3
20,7,9
20,887,6
20,123,9
20,513,10
20,778,9
20,603,9
20,20,7
21,84,6
21,486,3
21,944,8
21,696,4
21,23,3
21,575,9
21,699,1
21,597,4
21,443,2
21,38,1
21,274,4
21,434,2
21,592,7
21,105,5
21,464,5
21,582,4
21,178,1
21,791,2
21,547,8
21,469,6
21,112,10
21,504,6
21,776,3
21,661,7
21,216,9
21,509,2
22,520,6
22,392,7
22,738,5
22,403,7
22,369,3
22,253,10
22,96,2
22,649,2
22,99,4
22,747,7
22,83,10
22,644,1
22,733,1
22,818,4
22,379,7
22,306,7
22,101,5
22,745,4
22,175,9
23,633,7
23,457,2
23,617,3
23,24,4
23,572,3
23,148,3
23,809,2
23,252,1
23,24,3
23,83,6
23,577,2
23,506,8
23,726,4
23,482,6
23,580,10
23,204,10
23,795,6
23,972,9
23,199,6
23,356,7
23,407,6
23,153,9
23,921,8
23,980,2
24,866,4
24,23,8
24,257,4
24,698,9
24,607,2
24,200,1
24,645,7
24,295,4
24,45,2
24,964,6
24,659,9
24,646,8
24,498,2
24,756,10
24,217,6
24,963,6
24,290,5
24,547,1
24,303,2
24,287,4
24,19,2
24,53,9
24,93,10
24,919,9
29,745,2
29,746,2
29,411,9
29,421,1
29,20,10
29,644,8
29,898,5
29,5,3
29,419,4
29,193,3
29,360,6
29,550,9
29,713,9
29,728,5
29,166,8
29,211,6
29,544,5
29,555,6
29,91,6
30,916,2
30,572,10
30,767,4
30,877,5
30,502,3
30,679,6
30,122,9
30,918,4
30,409,6
30,665,6
30,695,9
30,748,4
30,372,7
30,532,4
30,346,2
30,462,9
30,111,7
30,859,7
30,711,1
30,788,9
30,506,7
30,857,7
30,485,6
30,39,4
30,638,1
30,826,5
34,954,1
34,635,3
34,59,3
34,689,5
34,975,6
34,985,5
34,625,7
34,549,7
34,275,3
